Quarter,year,county,crime_type,crime_count
2024Q1,2024,Westmeath,Fraud,0
2024Q1,2024,Westmeath,Theft,356
2024Q1,2024,Wexford,Assault,198
2024Q1,2024,Wexford,Burglary,67
2024Q1,2024,Wexford,Damage to Property,162
2024Q1,2024,Wexford,Drug Offences,86
2024Q1,2024,Wexford,Fraud,0
2024Q1,2024,Wexford,Theft,381
2024Q1,2024,Wicklow,Assault,102
2024Q1,2024,Wicklow,Burglary,77
2024Q1,2024,Wicklow,Damage to Property,135
2024Q1,2024,Wicklow,Drug Offences,73
2024Q1,2024,Wicklow,Fraud,0
2024Q1,2024,Wicklow,Theft,416
2024Q2,2024,Carlow,Assault,77
2024Q2,2024,Carlow,Burglary,20
2024Q2,2024,Carlow,Damage to Property,52
2024Q2,2024,Carlow,Drug Offences,39
2024Q2,2024,Carlow,Fraud,0
2024Q2,2024,Carlow,Theft,181
2024Q2,2024,Cavan,Assault,87
2024Q2,2024,Cavan,Burglary,31
2024Q2,2024,Cavan,Damage to Property,63
2024Q2,2024,Cavan,Drug Offences,43
2024Q2,2024,Cavan,Fraud,0
2024Q2,2024,Cavan,Theft,104
2024Q2,2024,Clare,Assault,96
2024Q2,2024,Clare,Burglary,36
2024Q2,2024,Clare,Damage to Property,92
2024Q2,2024,Clare,Drug Offences,43
2024Q2,2024,Clare,Fraud,0
2024Q2,2024,Clare,Theft,253
2024Q2,2024,Cork,Assault,612
2024Q2,2024,Cork,Burglary,115
2024Q2,2024,Cork,Damage to Property,400
2024Q2,2024,Cork,Drug Offences,460
2024Q2,2024,Cork,Fraud,0
2024Q2,2024,Cork,Theft,1537
2024Q2,2024,Donegal,Assault,226
2024Q2,2024,Donegal,Burglary,30
2024Q2,2024,Donegal,Damage to Property,150
2024Q2,2024,Donegal,Drug Offences,102
2024Q2,2024,Donegal,Fraud,0
2024Q2,2024,Donegal,Theft,206
2024Q2,2024,Dublin,Assault,2240
2024Q2,2024,Dublin,Burglary,842
2024Q2,2024,Dublin,Damage to Property,2295
2024Q2,2024,Dublin,Drug Offences,1787
2024Q2,2024,Dublin,Fraud,0
2024Q2,2024,Dublin,Theft,9923
2024Q2,2024,Galway,Assault,277
2024Q2,2024,Galway,Burglary,75
2024Q2,2024,Galway,Damage to Property,194
2024Q2,2024,Galway,Drug Offences,119
2024Q2,2024,Galway,Fraud,0
2024Q2,2024,Galway,Theft,633
2024Q2,2024,Kerry,Assault,207
2024Q2,2024,Kerry,Burglary,52
2024Q2,2024,Kerry,Damage to Property,108
2024Q2,2024,Kerry,Drug Offences,85
2024Q2,2024,Kerry,Fraud,0
2024Q2,2024,Kerry,Theft,273
2024Q2,2024,Kildare,Assault,253
2024Q2,2024,Kildare,Burglary,115
2024Q2,2024,Kildare,Damage to Property,199
2024Q2,2024,Kildare,Drug Offences,245
2024Q2,2024,Kildare,Fraud,0
2024Q2,2024,Kildare,Theft,683
2024Q2,2024,Kilkenny,Assault,77
2024Q2,2024,Kilkenny,Burglary,20
2024Q2,2024,Kilkenny,Damage to Property,52
2024Q2,2024,Kilkenny,Drug Offences,39
2024Q2,2024,Kilkenny,Fraud,0
2024Q2,2024,Kilkenny,Theft,181
2024Q2,2024,Laois,Assault,122
2024Q2,2024,Laois,Burglary,40
2024Q2,2024,Laois,Damage to Property,84
2024Q2,2024,Laois,Drug Offences,64
2024Q2,2024,Laois,Fraud,0
2024Q2,2024,Laois,Theft,206
2024Q2,2024,Leitrim,Assault,57
2024Q2,2024,Leitrim,Burglary,17
2024Q2,2024,Leitrim,Damage to Property,46
2024Q2,2024,Leitrim,Drug Offences,24
2024Q2,2024,Leitrim,Fraud,0
2024Q2,2024,Leitrim,Theft,90
2024Q2,2024,Limerick,Assault,251
2024Q2,2024,Limerick,Burglary,183
2024Q2,2024,Limerick,Damage to Property,268
2024Q2,2024,Limerick,Drug Offences,135
2024Q2,2024,Limerick,Fraud,0
2024Q2,2024,Limerick,Theft,1035
2024Q2,2024,Longford,Assault,64
2024Q2,2024,Longford,Burglary,30
2024Q2,2024,Longford,Damage to Property,34
2024Q2,2024,Longford,Drug Offences,38
2024Q2,2024,Longford,Fraud,0
2024Q2,2024,Longford,Theft,84
2024Q2,2024,Louth,Assault,180
2024Q2,2024,Louth,Burglary,90
2024Q2,2024,Louth,Damage to Property,246
2024Q2,2024,Louth,Drug Offences,125
2024Q2,2024,Louth,Fraud,0
2024Q2,2024,Louth,Theft,639
2024Q2,2024,Mayo,Assault,124
2024Q2,2024,Mayo,Burglary,33
2024Q2,2024,Mayo,Damage to Property,101
2024Q2,2024,Mayo,Drug Offences,41
2024Q2,2024,Mayo,Fraud,0
2024Q2,2024,Mayo,Theft,146
2024Q2,2024,Meath,Assault,151
2024Q2,2024,Meath,Burglary,79
2024Q2,2024,Meath,Damage to Property,147
2024Q2,2024,Meath,Drug Offences,98
2024Q2,2024,Meath,Fraud,0
2024Q2,2024,Meath,Theft,612
2024Q2,2024,Monaghan,Assault,87
2024Q2,2024,Monaghan,Burglary,31
2024Q2,2024,Monaghan,Damage to Property,63
2024Q2,2024,Monaghan,Drug Offences,43
2024Q2,2024,Monaghan,Fraud,0
2024Q2,2024,Monaghan,Theft,104
2024Q2,2024,Offaly,Assault,122
2024Q2,2024,Offaly,Burglary,40
2024Q2,2024,Offaly,Damage to Property,84
2024Q2,2024,Offaly,Drug Offences,64
2024Q2,2024,Offaly,Fraud,0
2024Q2,2024,Offaly,Theft,206
2024Q2,2024,Roscommon,Assault,64
2024Q2,2024,Roscommon,Burglary,30
2024Q2,2024,Roscommon,Damage to Property,34
2024Q2,2024,Roscommon,Drug Offences,38
2024Q2,2024,Roscommon,Fraud,0
2024Q2,2024,Roscommon,Theft,84
2024Q2,2024,Sligo,Assault,57
2024Q2,2024,Sligo,Burglary,17
2024Q2,2024,Sligo,Damage to Property,46
2024Q2,2024,Sligo,Drug Offences,24
2024Q2,2024,Sligo,Fraud,0
2024Q2,2024,Sligo,Theft,90
2024Q2,2024,Tipperary,Assault,179
2024Q2,2024,Tipperary,Burglary,87
2024Q2,2024,Tipperary,Damage to Property,144
2024Q2,2024,Tipperary,Drug Offences,128
2024Q2,2024,Tipperary,Fraud,0
2024Q2,2024,Tipperary,Theft,358
2024Q2,2024,Waterford,Assault,205
2024Q2,2024,Waterford,Burglary,25
2024Q2,2024,Waterford,Damage to Property,204
2024Q2,2024,Waterford,Drug Offences,166
2024Q2,2024,Waterford,Fraud,0
2024Q2,2024,Waterford,Theft,462
2024Q2,2024,Westmeath,Assault,165
2024Q2,2024,Westmeath,Burglary,64
2024Q2,2024,Westmeath,Damage to Property,106
2024Q2,2024,Westmeath,Drug Offences,55
2024Q2,2024,Westmeath,Fraud,0
2024Q2,2024,Westmeath,Theft,339
2024Q2,2024,Wexford,Assault,222
2024Q2,2024,Wexford,Burglary,79
2024Q2,2024,Wexford,Damage to Property,165
2024Q2,2024,Wexford,Drug Offences,86
2024Q2,2024,Wexford,Fraud,0
2024Q2,2024,Wexford,Theft,476
2024Q2,2024,Wicklow,Assault,108
2024Q2,2024,Wicklow,Burglary,80
2024Q2,2024,Wicklow,Damage to Property,131
2024Q2,2024,Wicklow,Drug Offences,86
2024Q2,2024,Wicklow,Fraud,0
2024Q2,2024,Wicklow,Theft,452
2024Q3,2024,Carlow,Assault,73
2024Q3,2024,Carlow,Burglary,44
2024Q3,2024,Carlow,Damage to Property,48
2024Q3,2024,Carlow,Drug Offences,52
2024Q3,2024,Carlow,Fraud,0
2024Q3,2024,Carlow,Theft,189
2024Q3,2024,Cavan,Assault,86
2024Q3,2024,Cavan,Burglary,44
2024Q3,2024,Cavan,Damage to Property,64
2024Q3,2024,Cavan,Drug Offences,44
2024Q3,2024,Cavan,Fraud,0
2024Q3,2024,Cavan,Theft,93
2024Q3,2024,Clare,Assault,123
2024Q3,2024,Clare,Burglary,60
2024Q3,2024,Clare,Damage to Property,115
2024Q3,2024,Clare,Drug Offences,46
2024Q3,2024,Clare,Fraud,0
2024Q3,2024,Clare,Theft,274
2024Q3,2024,Cork,Assault,680
2024Q3,2024,Cork,Burglary,117
2024Q3,2024,Cork,Damage to Property,483
2024Q3,2024,Cork,Drug Offences,447
2024Q3,2024,Cork,Fraud,0
2024Q3,2024,Cork,Theft,1705
2024Q3,2024,Donegal,Assault,240
2024Q3,2024,Donegal,Burglary,45
2024Q3,2024,Donegal,Damage to Property,164
2024Q3,2024,Donegal,Drug Offences,73
2024Q3,2024,Donegal,Fraud,0
2024Q3,2024,Donegal,Theft,169
2024Q3,2024,Dublin,Assault,2231
2024Q3,2024,Dublin,Burglary,915
2024Q3,2024,Dublin,Damage to Property,2352
2024Q3,2024,Dublin,Drug Offences,1661
2024Q3,2024,Dublin,Fraud,0
2024Q3,2024,Dublin,Theft,10068
2024Q3,2024,Galway,Assault,288
2024Q3,2024,Galway,Burglary,88
2024Q3,2024,Galway,Damage to Property,202
2024Q3,2024,Galway,Drug Offences,160
2024Q3,2024,Galway,Fraud,0
2024Q3,2024,Galway,Theft,675
2024Q3,2024,Kerry,Assault,252
2024Q3,2024,Kerry,Burglary,30
2024Q3,2024,Kerry,Damage to Property,107
2024Q3,2024,Kerry,Drug Offences,113
2024Q3,2024,Kerry,Fraud,0
2024Q3,2024,Kerry,Theft,270
2024Q3,2024,Kildare,Assault,231
2024Q3,2024,Kildare,Burglary,125
2024Q3,2024,Kildare,Damage to Property,228
2024Q3,2024,Kildare,Drug Offences,385
2024Q3,2024,Kildare,Fraud,0
2024Q3,2024,Kildare,Theft,842
2024Q3,2024,Kilkenny,Assault,73
2024Q3,2024,Kilkenny,Burglary,44
2024Q3,2024,Kilkenny,Damage to Property,48
2024Q3,2024,Kilkenny,Drug Offences,52
2024Q3,2024,Kilkenny,Fraud,0
2024Q3,2024,Kilkenny,Theft,189
2024Q3,2024,Laois,Assault,104
2024Q3,2024,Laois,Burglary,38
2024Q3,2024,Laois,Damage to Property,88
2024Q3,2024,Laois,Drug Offences,258
2024Q3,2024,Laois,Fraud,0
2024Q3,2024,Laois,Theft,214
2024Q3,2024,Leitrim,Assault,62
2024Q3,2024,Leitrim,Burglary,22
2024Q3,2024,Leitrim,Damage to Property,41
2024Q3,2024,Leitrim,Drug Offences,20
2024Q3,2024,Leitrim,Fraud,0
2024Q3,2024,Leitrim,Theft,97
2024Q3,2024,Limerick,Assault,300
2024Q3,2024,Limerick,Burglary,151
2024Q3,2024,Limerick,Damage to Property,284
2024Q3,2024,Limerick,Drug Offences,140
2024Q3,2024,Limerick,Fraud,0
2024Q3,2024,Limerick,Theft,989
2024Q3,2024,Longford,Assault,57
2024Q3,2024,Longford,Burglary,38
2024Q3,2024,Longford,Damage to Property,45
2024Q3,2024,Longford,Drug Offences,40
2024Q3,2024,Longford,Fraud,0
2024Q3,2024,Longford,Theft,62
2024Q3,2024,Louth,Assault,239
2024Q3,2024,Louth,Burglary,88
2024Q3,2024,Louth,Damage to Property,191
2024Q3,2024,Louth,Drug Offences,107
2024Q3,2024,Louth,Fraud,0
2024Q3,2024,Louth,Theft,668
2024Q3,2024,Mayo,Assault,125
2024Q3,2024,Mayo,Burglary,20
2024Q3,2024,Mayo,Damage to Property,79
2024Q3,2024,Mayo,Drug Offences,31
2024Q3,2024,Mayo,Fraud,0
2024Q3,2024,Mayo,Theft,146
2024Q3,2024,Meath,Assault,188
2024Q3,2024,Meath,Burglary,85
2024Q3,2024,Meath,Damage to Property,181
2024Q3,2024,Meath,Drug Offences,80
2024Q3,2024,Meath,Fraud,0
2024Q3,2024,Meath,Theft,655
2024Q3,2024,Monaghan,Assault,86
2024Q3,2024,Monaghan,Burglary,44
2024Q3,2024,Monaghan,Damage to Property,64
2024Q3,2024,Monaghan,Drug Offences,44
2024Q3,2024,Monaghan,Fraud,0
2024Q3,2024,Monaghan,Theft,93
2024Q3,2024,Offaly,Assault,104
2024Q3,2024,Offaly,Burglary,38
2024Q3,2024,Offaly,Damage to Property,88
2024Q3,2024,Offaly,Drug Offences,258
2024Q3,2024,Offaly,Fraud,0
2024Q3,2024,Offaly,Theft,214
2024Q3,2024,Roscommon,Assault,57
2024Q3,2024,Roscommon,Burglary,38
2024Q3,2024,Roscommon,Damage to Property,45
2024Q3,2024,Roscommon,Drug Offences,40
2024Q3,2024,Roscommon,Fraud,0
2024Q3,2024,Roscommon,Theft,62
2024Q3,2024,Sligo,Assault,62
2024Q3,2024,Sligo,Burglary,22
2024Q3,2024,Sligo,Damage to Property,41
2024Q3,2024,Sligo,Drug Offences,20
2024Q3,2024,Sligo,Fraud,0
2024Q3,2024,Sligo,Theft,97
2024Q3,2024,Tipperary,Assault,191
2024Q3,2024,Tipperary,Burglary,98
2024Q3,2024,Tipperary,Damage to Property,137
2024Q3,2024,Tipperary,Drug Offences,139
2024Q3,2024,Tipperary,Fraud,0
2024Q3,2024,Tipperary,Theft,453
2024Q3,2024,Waterford,Assault,210
2024Q3,2024,Waterford,Burglary,61
2024Q3,2024,Waterford,Damage to Property,199
2024Q3,2024,Waterford,Drug Offences,277
2024Q3,2024,Waterford,Fraud,0
2024Q3,2024,Waterford,Theft,426
2024Q3,2024,Westmeath,Assault,159
2024Q3,2024,Westmeath,Burglary,48
2024Q3,2024,Westmeath,Damage to Property,120
2024Q3,2024,Westmeath,Drug Offences,50
2024Q3,2024,Westmeath,Fraud,0
2024Q3,2024,Westmeath,Theft,409
2024Q3,2024,Wexford,Assault,196
2024Q3,2024,Wexford,Burglary,62
2024Q3,2024,Wexford,Damage to Property,150
2024Q3,2024,Wexford,Drug Offences,60
2024Q3,2024,Wexford,Fraud,0
2024Q3,2024,Wexford,Theft,388
2024Q3,2024,Wicklow,Assault,117
2024Q3,2024,Wicklow,Burglary,77
2024Q3,2024,Wicklow,Damage to Property,108
2024Q3,2024,Wicklow,Drug Offences,69
2024Q3,2024,Wicklow,Fraud,0
2024Q3,2024,Wicklow,Theft,480
2024Q4,2024,Carlow,Assault,87
2024Q4,2024,Carlow,Burglary,39
2024Q4,2024,Carlow,Damage to Property,58
2024Q4,2024,Carlow,Drug Offences,40
2024Q4,2024,Carlow,Fraud,0
2024Q4,2024,Carlow,Theft,150
2024Q4,2024,Cavan,Assault,84
2024Q4,2024,Cavan,Burglary,36
2024Q4,2024,Cavan,Damage to Property,68
2024Q4,2024,Cavan,Drug Offences,40
2024Q4,2024,Cavan,Fraud,0
2024Q4,2024,Cavan,Theft,98
2024Q4,2024,Clare,Assault,96
2024Q4,2024,Clare,Burglary,36
2024Q4,2024,Clare,Damage to Property,79
2024Q4,2024,Clare,Drug Offences,39
2024Q4,2024,Clare,Fraud,0
2024Q4,2024,Clare,Theft,194
2024Q4,2024,Cork,Assault,591
2024Q4,2024,Cork,Burglary,126
2024Q4,2024,Cork,Damage to Property,439
2024Q4,2024,Cork,Drug Offences,304
2024Q4,2024,Cork,Fraud,0
2024Q4,2024,Cork,Theft,1566
2024Q4,2024,Donegal,Assault,230
2024Q4,2024,Donegal,Burglary,29
2024Q4,2024,Donegal,Damage to Property,149
2024Q4,2024,Donegal,Drug Offences,71
2024Q4,2024,Donegal,Fraud,0
2024Q4,2024,Donegal,Theft,174
2024Q4,2024,Dublin,Assault,2199
2024Q4,2024,Dublin,Burglary,989
2024Q4,2024,Dublin,Damage to Property,2280
2024Q4,2024,Dublin,Drug Offences,1455
2024Q4,2024,Dublin,Fraud,0
2024Q4,2024,Dublin,Theft,9051
2024Q4,2024,Galway,Assault,305
2024Q4,2024,Galway,Burglary,78
2024Q4,2024,Galway,Damage to Property,209
2024Q4,2024,Galway,Drug Offences,142
2024Q4,2024,Galway,Fraud,0
2024Q4,2024,Galway,Theft,515
2024Q4,2024,Kerry,Assault,206
2024Q4,2024,Kerry,Burglary,25
2024Q4,2024,Kerry,Damage to Property,101
2024Q4,2024,Kerry,Drug Offences,123
2024Q4,2024,Kerry,Fraud,0
2024Q4,2024,Kerry,Theft,284
2024Q4,2024,Kildare,Assault,241
2024Q4,2024,Kildare,Burglary,110
2024Q4,2024,Kildare,Damage to Property,212
2024Q4,2024,Kildare,Drug Offences,153
2024Q4,2024,Kildare,Fraud,0
2024Q4,2024,Kildare,Theft,790
2024Q4,2024,Kilkenny,Assault,87
2024Q4,2024,Kilkenny,Burglary,39
2024Q4,2024,Kilkenny,Damage to Property,58
2024Q4,2024,Kilkenny,Drug Offences,40
2024Q4,2024,Kilkenny,Fraud,0
2024Q4,2024,Kilkenny,Theft,150
2024Q4,2024,Laois,Assault,92
2024Q4,2024,Laois,Burglary,55
2024Q4,2024,Laois,Damage to Property,72
2024Q4,2024,Laois,Drug Offences,62
2024Q4,2024,Laois,Fraud,0
2024Q4,2024,Laois,Theft,174
2024Q4,2024,Leitrim,Assault,62
2024Q4,2024,Leitrim,Burglary,10
2024Q4,2024,Leitrim,Damage to Property,41
2024Q4,2024,Leitrim,Drug Offences,20
2024Q4,2024,Leitrim,Fraud,0
2024Q4,2024,Leitrim,Theft,68
2024Q4,2024,Limerick,Assault,253
2024Q4,2024,Limerick,Burglary,112
2024Q4,2024,Limerick,Damage to Property,259
2024Q4,2024,Limerick,Drug Offences,161
2024Q4,2024,Limerick,Fraud,0
2024Q4,2024,Limerick,Theft,958
2024Q4,2024,Longford,Assault,54
2024Q4,2024,Longford,Burglary,26
2024Q4,2024,Longford,Damage to Property,51
2024Q4,2024,Longford,Drug Offences,28
2024Q4,2024,Longford,Fraud,0
2024Q4,2024,Longford,Theft,79
2024Q4,2024,Louth,Assault,208
2024Q4,2024,Louth,Burglary,89
2024Q4,2024,Louth,Damage to Property,224
2024Q4,2024,Louth,Drug Offences,88
2024Q4,2024,Louth,Fraud,0
2024Q4,2024,Louth,Theft,624
2024Q4,2024,Mayo,Assault,119
2024Q4,2024,Mayo,Burglary,27
2024Q4,2024,Mayo,Damage to Property,69
2024Q4,2024,Mayo,Drug Offences,41
2024Q4,2024,Mayo,Fraud,0
2024Q4,2024,Mayo,Theft,117
2024Q4,2024,Meath,Assault,182
2024Q4,2024,Meath,Burglary,82
2024Q4,2024,Meath,Damage to Property,118
2024Q4,2024,Meath,Drug Offences,51
2024Q4,2024,Meath,Fraud,0
2024Q4,2024,Meath,Theft,471
2024Q4,2024,Monaghan,Assault,84
2024Q4,2024,Monaghan,Burglary,36
2024Q4,2024,Monaghan,Damage to Property,68
2024Q4,2024,Monaghan,Drug Offences,40
2024Q4,2024,Monaghan,Fraud,0
2024Q4,2024,Monaghan,Theft,98
2024Q4,2024,Offaly,Assault,92
2024Q4,2024,Offaly,Burglary,55
2024Q4,2024,Offaly,Damage to Property,72
2024Q4,2024,Offaly,Drug Offences,62
2024Q4,2024,Offaly,Fraud,0
2024Q4,2024,Offaly,Theft,174
2024Q4,2024,Roscommon,Assault,54
2024Q4,2024,Roscommon,Burglary,26
2024Q4,2024,Roscommon,Damage to Property,51
2024Q4,2024,Roscommon,Drug Offences,28
2024Q4,2024,Roscommon,Fraud,0
2024Q4,2024,Roscommon,Theft,79
2024Q4,2024,Sligo,Assault,62
2024Q4,2024,Sligo,Burglary,10
2024Q4,2024,Sligo,Damage to Property,41
2024Q4,2024,Sligo,Drug Offences,20
2024Q4,2024,Sligo,Fraud,0
2024Q4,2024,Sligo,Theft,68
2024Q4,2024,Tipperary,Assault,145
2024Q4,2024,Tipperary,Burglary,82
2024Q4,2024,Tipperary,Damage to Property,208
2024Q4,2024,Tipperary,Drug Offences,113
2024Q4,2024,Tipperary,Fraud,0
2024Q4,2024,Tipperary,Theft,343
2024Q4,2024,Waterford,Assault,174
2024Q4,2024,Waterford,Burglary,41
2024Q4,2024,Waterford,Damage to Property,150
2024Q4,2024,Waterford,Drug Offences,156
2024Q4,2024,Waterford,Fraud,0
2024Q4,2024,Waterford,Theft,358
2024Q4,2024,Westmeath,Assault,155
2024Q4,2024,Westmeath,Burglary,66
2024Q4,2024,Westmeath,Damage to Property,129
2024Q4,2024,Westmeath,Drug Offences,58
2024Q4,2024,Westmeath,Fraud,0
2024Q4,2024,Westmeath,Theft,352
2024Q4,2024,Wexford,Assault,252
2024Q4,2024,Wexford,Burglary,87
2024Q4,2024,Wexford,Damage to Property,133
2024Q4,2024,Wexford,Drug Offences,60
2024Q4,2024,Wexford,Fraud,0
2024Q4,2024,Wexford,Theft,386
2024Q4,2024,Wicklow,Assault,122
2024Q4,2024,Wicklow,Burglary,109
2024Q4,2024,Wicklow,Damage to Property,100
2024Q4,2024,Wicklow,Drug Offences,66
2024Q4,2024,Wicklow,Fraud,0
2024Q4,2024,Wicklow,Theft,418
2025Q1,2025,Carlow,Assault,70
2025Q1,2025,Carlow,Burglary,29
2025Q1,2025,Carlow,Damage to Property,62
2025Q1,2025,Carlow,Drug Offences,50
2025Q1,2025,Carlow,Fraud,0
2025Q1,2025,Carlow,Theft,127
2025Q1,2025,Cavan,Assault,84
2025Q1,2025,Cavan,Burglary,35
2025Q1,2025,Cavan,Damage to Property,40
2025Q1,2025,Cavan,Drug Offences,34
2025Q1,2025,Cavan,Fraud,0
2025Q1,2025,Cavan,Theft,92
2025Q1,2025,Clare,Assault,98
2025Q1,2025,Clare,Burglary,34
2025Q1,2025,Clare,Damage to Property,97
2025Q1,2025,Clare,Drug Offences,48
2025Q1,2025,Clare,Fraud,0
2025Q1,2025,Clare,Theft,239
2025Q1,2025,Cork,Assault,534
2025Q1,2025,Cork,Burglary,113
2025Q1,2025,Cork,Damage to Property,388
2025Q1,2025,Cork,Drug Offences,323
2025Q1,2025,Cork,Fraud,0
2025Q1,2025,Cork,Theft,1293
2025Q1,2025,Donegal,Assault,243
2025Q1,2025,Donegal,Burglary,22
2025Q1,2025,Donegal,Damage to Property,122
2025Q1,2025,Donegal,Drug Offences,86
2025Q1,2025,Donegal,Fraud,0
2025Q1,2025,Donegal,Theft,185
2025Q1,2025,Dublin,Assault,2037
2025Q1,2025,Dublin,Burglary,989
2025Q1,2025,Dublin,Damage to Property,2002
2025Q1,2025,Dublin,Drug Offences,1767
2025Q1,2025,Dublin,Fraud,0
2025Q1,2025,Dublin,Theft,8696
2025Q1,2025,Galway,Assault,274
2025Q1,2025,Galway,Burglary,56
2025Q1,2025,Galway,Damage to Property,181
2025Q1,2025,Galway,Drug Offences,202
2025Q1,2025,Galway,Fraud,0
2025Q1,2025,Galway,Theft,462
2025Q1,2025,Kerry,Assault,168
2025Q1,2025,Kerry,Burglary,24
2025Q1,2025,Kerry,Damage to Property,89
2025Q1,2025,Kerry,Drug Offences,103
2025Q1,2025,Kerry,Fraud,0
2025Q1,2025,Kerry,Theft,212
2025Q1,2025,Kildare,Assault,179
2025Q1,2025,Kildare,Burglary,117
2025Q1,2025,Kildare,Damage to Property,157
2025Q1,2025,Kildare,Drug Offences,187
2025Q1,2025,Kildare,Fraud,0
2025Q1,2025,Kildare,Theft,653
2025Q1,2025,Kilkenny,Assault,70
2025Q1,2025,Kilkenny,Burglary,29
2025Q1,2025,Kilkenny,Damage to Property,62
2025Q1,2025,Kilkenny,Drug Offences,50
2025Q1,2025,Kilkenny,Fraud,0
2025Q1,2025,Kilkenny,Theft,127
2025Q1,2025,Laois,Assault,89
2025Q1,2025,Laois,Burglary,29
2025Q1,2025,Laois,Damage to Property,66
2025Q1,2025,Laois,Drug Offences,66
2025Q1,2025,Laois,Fraud,0
2025Q1,2025,Laois,Theft,210
2025Q1,2025,Leitrim,Assault,63
2025Q1,2025,Leitrim,Burglary,7
2025Q1,2025,Leitrim,Damage to Property,46
2025Q1,2025,Leitrim,Drug Offences,40
2025Q1,2025,Leitrim,Fraud,0
2025Q1,2025,Leitrim,Theft,70
2025Q1,2025,Limerick,Assault,200
2025Q1,2025,Limerick,Burglary,94
2025Q1,2025,Limerick,Damage to Property,238
2025Q1,2025,Limerick,Drug Offences,149
2025Q1,2025,Limerick,Fraud,0
2025Q1,2025,Limerick,Theft,845
2025Q1,2025,Longford,Assault,57
2025Q1,2025,Longford,Burglary,14
2025Q1,2025,Longford,Damage to Property,26
2025Q1,2025,Longford,Drug Offences,22
2025Q1,2025,Longford,Fraud,0
2025Q1,2025,Longford,Theft,77
2025Q1,2025,Louth,Assault,223
2025Q1,2025,Louth,Burglary,110
2025Q1,2025,Louth,Damage to Property,172
2025Q1,2025,Louth,Drug Offences,82
2025Q1,2025,Louth,Fraud,0
2025Q1,2025,Louth,Theft,524
2025Q1,2025,Mayo,Assault,136
2025Q1,2025,Mayo,Burglary,11
2025Q1,2025,Mayo,Damage to Property,73
2025Q1,2025,Mayo,Drug Offences,26
2025Q1,2025,Mayo,Fraud,0
2025Q1,2025,Mayo,Theft,110
2025Q1,2025,Meath,Assault,149
2025Q1,2025,Meath,Burglary,72
2025Q1,2025,Meath,Damage to Property,109
2025Q1,2025,Meath,Drug Offences,78
2025Q1,2025,Meath,Fraud,0
2025Q1,2025,Meath,Theft,454
2025Q1,2025,Monaghan,Assault,84
2025Q1,2025,Monaghan,Burglary,35
2025Q1,2025,Monaghan,Damage to Property,40
2025Q1,2025,Monaghan,Drug Offences,34
2025Q1,2025,Monaghan,Fraud,0
2025Q1,2025,Monaghan,Theft,92
2025Q1,2025,Offaly,Assault,89
2025Q1,2025,Offaly,Burglary,29
2025Q1,2025,Offaly,Damage to Property,66
2025Q1,2025,Offaly,Drug Offences,66
2025Q1,2025,Offaly,Fraud,0
2025Q1,2025,Offaly,Theft,210
2025Q1,2025,Roscommon,Assault,57
2025Q1,2025,Roscommon,Burglary,14
2025Q1,2025,Roscommon,Damage to Property,26
2025Q1,2025,Roscommon,Drug Offences,22
2025Q1,2025,Roscommon,Fraud,0
2025Q1,2025,Roscommon,Theft,77
2025Q1,2025,Sligo,Assault,63
2025Q1,2025,Sligo,Burglary,7
2025Q1,2025,Sligo,Damage to Property,46
2025Q1,2025,Sligo,Drug Offences,40
2025Q1,2025,Sligo,Fraud,0
2025Q1,2025,Sligo,Theft,70
2025Q1,2025,Tipperary,Assault,140
2025Q1,2025,Tipperary,Burglary,69
2025Q1,2025,Tipperary,Damage to Property,147
2025Q1,2025,Tipperary,Drug Offences,115
2025Q1,2025,Tipperary,Fraud,0
2025Q1,2025,Tipperary,Theft,350
2025Q1,2025,Waterford,Assault,189
2025Q1,2025,Waterford,Burglary,40
2025Q1,2025,Waterford,Damage to Property,155
2025Q1,2025,Waterford,Drug Offences,147
2025Q1,2025,Waterford,Fraud,0
2025Q1,2025,Waterford,Theft,320
2025Q1,2025,Westmeath,Assault,143
2025Q1,2025,Westmeath,Burglary,44
2025Q1,2025,Westmeath,Damage to Property,108
2025Q1,2025,Westmeath,Drug Offences,67
2025Q1,2025,Westmeath,Fraud,0
2025Q1,2025,Westmeath,Theft,333
2025Q1,2025,Wexford,Assault,206
2025Q1,2025,Wexford,Burglary,62
2025Q1,2025,Wexford,Damage to Property,146
2025Q1,2025,Wexford,Drug Offences,87
2025Q1,2025,Wexford,Fraud,0
2025Q1,2025,Wexford,Theft,370
2025Q1,2025,Wicklow,Assault,133
2025Q1,2025,Wicklow,Burglary,121
2025Q1,2025,Wicklow,Damage to Property,108
2025Q1,2025,Wicklow,Drug Offences,74
2025Q1,2025,Wicklow,Fraud,0
2025Q1,2025,Wicklow,Theft,411
2025Q2,2025,Carlow,Assault,84
2025Q2,2025,Carlow,Burglary,28
2025Q2,2025,Carlow,Damage to Property,61
2025Q2,2025,Carlow,Drug Offences,65
2025Q2,2025,Carlow,Fraud,0
2025Q2,2025,Carlow,Theft,220
2025Q2,2025,Cavan,Assault,106
2025Q2,2025,Cavan,Burglary,22
2025Q2,2025,Cavan,Damage to Property,66
2025Q2,2025,Cavan,Drug Offences,38
2025Q2,2025,Cavan,Fraud,0
2025Q2,2025,Cavan,Theft,98
2025Q2,2025,Clare,Assault,106
2025Q2,2025,Clare,Burglary,29
2025Q2,2025,Clare,Damage to Property,91
