Quarter,year,county,crime_type,crime_count
2021Q1,2021,Kilkenny,Damage to Property,42
2021Q1,2021,Kilkenny,Drug Offences,88
2021Q1,2021,Kilkenny,Fraud,41
2021Q1,2021,Kilkenny,Theft,81
2021Q1,2021,Laois,Assault,71
2021Q1,2021,Laois,Burglary,24
2021Q1,2021,Laois,Damage to Property,64
2021Q1,2021,Laois,Drug Offences,78
2021Q1,2021,Laois,Fraud,53
2021Q1,2021,Laois,Theft,109
2021Q1,2021,Leitrim,Assault,28
2021Q1,2021,Leitrim,Burglary,14
2021Q1,2021,Leitrim,Damage to Property,40
2021Q1,2021,Leitrim,Drug Offences,31
2021Q1,2021,Leitrim,Fraud,38
2021Q1,2021,Leitrim,Theft,46
2021Q1,2021,Limerick,Assault,157
2021Q1,2021,Limerick,Burglary,85
2021Q1,2021,Limerick,Damage to Property,294
2021Q1,2021,Limerick,Drug Offences,253
2021Q1,2021,Limerick,Fraud,110
2021Q1,2021,Limerick,Theft,511
2021Q1,2021,Longford,Assault,37
2021Q1,2021,Longford,Burglary,10
2021Q1,2021,Longford,Damage to Property,32
2021Q1,2021,Longford,Drug Offences,70
2021Q1,2021,Longford,Fraud,36
2021Q1,2021,Longford,Theft,42
2021Q1,2021,Louth,Assault,131
2021Q1,2021,Louth,Burglary,77
2021Q1,2021,Louth,Damage to Property,168
2021Q1,2021,Louth,Drug Offences,221
2021Q1,2021,Louth,Fraud,74
2021Q1,2021,Louth,Theft,271
2021Q1,2021,Mayo,Assault,84
2021Q1,2021,Mayo,Burglary,22
2021Q1,2021,Mayo,Damage to Property,68
2021Q1,2021,Mayo,Drug Offences,94
2021Q1,2021,Mayo,Fraud,77
2021Q1,2021,Mayo,Theft,100
2021Q1,2021,Meath,Assault,99
2021Q1,2021,Meath,Burglary,77
2021Q1,2021,Meath,Damage to Property,110
2021Q1,2021,Meath,Drug Offences,168
2021Q1,2021,Meath,Fraud,148
2021Q1,2021,Meath,Theft,282
2021Q1,2021,Monaghan,Assault,64
2021Q1,2021,Monaghan,Burglary,18
2021Q1,2021,Monaghan,Damage to Property,63
2021Q1,2021,Monaghan,Drug Offences,51
2021Q1,2021,Monaghan,Fraud,48
2021Q1,2021,Monaghan,Theft,74
2021Q1,2021,Offaly,Assault,71
2021Q1,2021,Offaly,Burglary,24
2021Q1,2021,Offaly,Damage to Property,64
2021Q1,2021,Offaly,Drug Offences,78
2021Q1,2021,Offaly,Fraud,53
2021Q1,2021,Offaly,Theft,109
2021Q1,2021,Roscommon,Assault,37
2021Q1,2021,Roscommon,Burglary,10
2021Q1,2021,Roscommon,Damage to Property,32
2021Q1,2021,Roscommon,Drug Offences,70
2021Q1,2021,Roscommon,Fraud,36
2021Q1,2021,Roscommon,Theft,42
2021Q1,2021,Sligo,Assault,28
2021Q1,2021,Sligo,Burglary,14
2021Q1,2021,Sligo,Damage to Property,40
2021Q1,2021,Sligo,Drug Offences,31
2021Q1,2021,Sligo,Fraud,38
2021Q1,2021,Sligo,Theft,46
2021Q1,2021,Tipperary,Assault,127
2021Q1,2021,Tipperary,Burglary,68
2021Q1,2021,Tipperary,Damage to Property,91
2021Q1,2021,Tipperary,Drug Offences,204
2021Q1,2021,Tipperary,Fraud,63
2021Q1,2021,Tipperary,Theft,217
2021Q1,2021,Waterford,Assault,123
2021Q1,2021,Waterford,Burglary,39
2021Q1,2021,Waterford,Damage to Property,106
2021Q1,2021,Waterford,Drug Offences,257
2021Q1,2021,Waterford,Fraud,54
2021Q1,2021,Waterford,Theft,178
2021Q1,2021,Westmeath,Assault,81
2021Q1,2021,Westmeath,Burglary,36
2021Q1,2021,Westmeath,Damage to Property,80
2021Q1,2021,Westmeath,Drug Offences,112
2021Q1,2021,Westmeath,Fraud,57
2021Q1,2021,Westmeath,Theft,165
2021Q1,2021,Wexford,Assault,89
2021Q1,2021,Wexford,Burglary,82
2021Q1,2021,Wexford,Damage to Property,106
2021Q1,2021,Wexford,Drug Offences,104
2021Q1,2021,Wexford,Fraud,84
2021Q1,2021,Wexford,Theft,199
2021Q1,2021,Wicklow,Assault,78
2021Q1,2021,Wicklow,Burglary,76
2021Q1,2021,Wicklow,Damage to Property,103
2021Q1,2021,Wicklow,Drug Offences,195
2021Q1,2021,Wicklow,Fraud,74
2021Q1,2021,Wicklow,Theft,201
2021Q2,2021,Carlow,Assault,50
2021Q2,2021,Carlow,Burglary,16
2021Q2,2021,Carlow,Damage to Property,52
2021Q2,2021,Carlow,Drug Offences,84
2021Q2,2021,Carlow,Fraud,45
2021Q2,2021,Carlow,Theft,94
2021Q2,2021,Cavan,Assault,90
2021Q2,2021,Cavan,Burglary,24
2021Q2,2021,Cavan,Damage to Property,58
2021Q2,2021,Cavan,Drug Offences,41
2021Q2,2021,Cavan,Fraud,66
2021Q2,2021,Cavan,Theft,88
2021Q2,2021,Clare,Assault,86
2021Q2,2021,Clare,Burglary,22
2021Q2,2021,Clare,Damage to Property,85
2021Q2,2021,Clare,Drug Offences,77
2021Q2,2021,Clare,Fraud,99
2021Q2,2021,Clare,Theft,136
2021Q2,2021,Cork,Assault,480
2021Q2,2021,Cork,Burglary,124
2021Q2,2021,Cork,Damage to Property,476
2021Q2,2021,Cork,Drug Offences,679
2021Q2,2021,Cork,Fraud,418
2021Q2,2021,Cork,Theft,693
2021Q2,2021,Donegal,Assault,169
2021Q2,2021,Donegal,Burglary,15
2021Q2,2021,Donegal,Damage to Property,163
2021Q2,2021,Donegal,Drug Offences,96
2021Q2,2021,Donegal,Fraud,102
2021Q2,2021,Donegal,Theft,95
2021Q2,2021,Dublin,Assault,1678
2021Q2,2021,Dublin,Burglary,709
2021Q2,2021,Dublin,Damage to Property,1751
2021Q2,2021,Dublin,Drug Offences,2115
2021Q2,2021,Dublin,Fraud,1478
2021Q2,2021,Dublin,Theft,5785
2021Q2,2021,Galway,Assault,268
2021Q2,2021,Galway,Burglary,77
2021Q2,2021,Galway,Damage to Property,166
2021Q2,2021,Galway,Drug Offences,141
2021Q2,2021,Galway,Fraud,226
2021Q2,2021,Galway,Theft,339
2021Q2,2021,Kerry,Assault,151
2021Q2,2021,Kerry,Burglary,46
2021Q2,2021,Kerry,Damage to Property,98
2021Q2,2021,Kerry,Drug Offences,142
2021Q2,2021,Kerry,Fraud,95
2021Q2,2021,Kerry,Theft,158
2021Q2,2021,Kildare,Assault,213
2021Q2,2021,Kildare,Burglary,91
2021Q2,2021,Kildare,Damage to Property,147
2021Q2,2021,Kildare,Drug Offences,268
2021Q2,2021,Kildare,Fraud,159
2021Q2,2021,Kildare,Theft,398
2021Q2,2021,Kilkenny,Assault,50
2021Q2,2021,Kilkenny,Burglary,16
2021Q2,2021,Kilkenny,Damage to Property,52
2021Q2,2021,Kilkenny,Drug Offences,84
2021Q2,2021,Kilkenny,Fraud,45
2021Q2,2021,Kilkenny,Theft,94
2021Q2,2021,Laois,Assault,100
2021Q2,2021,Laois,Burglary,44
2021Q2,2021,Laois,Damage to Property,68
2021Q2,2021,Laois,Drug Offences,72
2021Q2,2021,Laois,Fraud,51
2021Q2,2021,Laois,Theft,110
2021Q2,2021,Leitrim,Assault,52
2021Q2,2021,Leitrim,Burglary,16
2021Q2,2021,Leitrim,Damage to Property,46
2021Q2,2021,Leitrim,Drug Offences,29
2021Q2,2021,Leitrim,Fraud,28
2021Q2,2021,Leitrim,Theft,46
2021Q2,2021,Limerick,Assault,200
2021Q2,2021,Limerick,Burglary,87
2021Q2,2021,Limerick,Damage to Property,320
2021Q2,2021,Limerick,Drug Offences,252
2021Q2,2021,Limerick,Fraud,159
2021Q2,2021,Limerick,Theft,578
2021Q2,2021,Longford,Assault,47
2021Q2,2021,Longford,Burglary,20
2021Q2,2021,Longford,Damage to Property,31
2021Q2,2021,Longford,Drug Offences,46
2021Q2,2021,Longford,Fraud,36
2021Q2,2021,Longford,Theft,62
2021Q2,2021,Louth,Assault,180
2021Q2,2021,Louth,Burglary,74
2021Q2,2021,Louth,Damage to Property,206
2021Q2,2021,Louth,Drug Offences,246
2021Q2,2021,Louth,Fraud,152
2021Q2,2021,Louth,Theft,325
2021Q2,2021,Mayo,Assault,107
2021Q2,2021,Mayo,Burglary,17
2021Q2,2021,Mayo,Damage to Property,78
2021Q2,2021,Mayo,Drug Offences,87
2021Q2,2021,Mayo,Fraud,90
2021Q2,2021,Mayo,Theft,108
2021Q2,2021,Meath,Assault,154
2021Q2,2021,Meath,Burglary,83
2021Q2,2021,Meath,Damage to Property,142
2021Q2,2021,Meath,Drug Offences,131
2021Q2,2021,Meath,Fraud,177
2021Q2,2021,Meath,Theft,356
2021Q2,2021,Monaghan,Assault,90
2021Q2,2021,Monaghan,Burglary,24
2021Q2,2021,Monaghan,Damage to Property,58
2021Q2,2021,Monaghan,Drug Offences,41
2021Q2,2021,Monaghan,Fraud,66
2021Q2,2021,Monaghan,Theft,88
2021Q2,2021,Offaly,Assault,100
2021Q2,2021,Offaly,Burglary,44
2021Q2,2021,Offaly,Damage to Property,68
2021Q2,2021,Offaly,Drug Offences,72
2021Q2,2021,Offaly,Fraud,51
2021Q2,2021,Offaly,Theft,110
2021Q2,2021,Roscommon,Assault,47
2021Q2,2021,Roscommon,Burglary,20
2021Q2,2021,Roscommon,Damage to Property,31
2021Q2,2021,Roscommon,Drug Offences,46
2021Q2,2021,Roscommon,Fraud,36
2021Q2,2021,Roscommon,Theft,62
2021Q2,2021,Sligo,Assault,52
2021Q2,2021,Sligo,Burglary,16
2021Q2,2021,Sligo,Damage to Property,46
2021Q2,2021,Sligo,Drug Offences,29
2021Q2,2021,Sligo,Fraud,28
2021Q2,2021,Sligo,Theft,46
2021Q2,2021,Tipperary,Assault,147
2021Q2,2021,Tipperary,Burglary,56
2021Q2,2021,Tipperary,Damage to Property,120
2021Q2,2021,Tipperary,Drug Offences,227
2021Q2,2021,Tipperary,Fraud,83
2021Q2,2021,Tipperary,Theft,244
2021Q2,2021,Waterford,Assault,209
2021Q2,2021,Waterford,Burglary,55
2021Q2,2021,Waterford,Damage to Property,147
2021Q2,2021,Waterford,Drug Offences,263
2021Q2,2021,Waterford,Fraud,93
2021Q2,2021,Waterford,Theft,260
2021Q2,2021,Westmeath,Assault,112
2021Q2,2021,Westmeath,Burglary,60
2021Q2,2021,Westmeath,Damage to Property,97
2021Q2,2021,Westmeath,Drug Offences,60
2021Q2,2021,Westmeath,Fraud,88
2021Q2,2021,Westmeath,Theft,164
2021Q2,2021,Wexford,Assault,159
2021Q2,2021,Wexford,Burglary,73
2021Q2,2021,Wexford,Damage to Property,153
2021Q2,2021,Wexford,Drug Offences,110
2021Q2,2021,Wexford,Fraud,126
2021Q2,2021,Wexford,Theft,233
2021Q2,2021,Wicklow,Assault,98
2021Q2,2021,Wicklow,Burglary,65
2021Q2,2021,Wicklow,Damage to Property,131
2021Q2,2021,Wicklow,Drug Offences,195
2021Q2,2021,Wicklow,Fraud,99
2021Q2,2021,Wicklow,Theft,269
2021Q3,2021,Carlow,Assault,69
2021Q3,2021,Carlow,Burglary,20
2021Q3,2021,Carlow,Damage to Property,49
2021Q3,2021,Carlow,Drug Offences,64
2021Q3,2021,Carlow,Fraud,56
2021Q3,2021,Carlow,Theft,118
2021Q3,2021,Cavan,Assault,103
2021Q3,2021,Cavan,Burglary,22
2021Q3,2021,Cavan,Damage to Property,64
2021Q3,2021,Cavan,Drug Offences,35
2021Q3,2021,Cavan,Fraud,72
2021Q3,2021,Cavan,Theft,74
2021Q3,2021,Clare,Assault,106
2021Q3,2021,Clare,Burglary,40
2021Q3,2021,Clare,Damage to Property,102
2021Q3,2021,Clare,Drug Offences,62
2021Q3,2021,Clare,Fraud,90
2021Q3,2021,Clare,Theft,194
2021Q3,2021,Cork,Assault,639
2021Q3,2021,Cork,Burglary,120
2021Q3,2021,Cork,Damage to Property,466
2021Q3,2021,Cork,Drug Offences,493
2021Q3,2021,Cork,Fraud,442
2021Q3,2021,Cork,Theft,891
2021Q3,2021,Donegal,Assault,226
2021Q3,2021,Donegal,Burglary,23
2021Q3,2021,Donegal,Damage to Property,141
2021Q3,2021,Donegal,Drug Offences,98
2021Q3,2021,Donegal,Fraud,105
2021Q3,2021,Donegal,Theft,102
2021Q3,2021,Dublin,Assault,1789
2021Q3,2021,Dublin,Burglary,906
2021Q3,2021,Dublin,Damage to Property,2011
2021Q3,2021,Dublin,Drug Offences,1635
2021Q3,2021,Dublin,Fraud,1430
2021Q3,2021,Dublin,Theft,6736
2021Q3,2021,Galway,Assault,340
2021Q3,2021,Galway,Burglary,73
2021Q3,2021,Galway,Damage to Property,186
2021Q3,2021,Galway,Drug Offences,101
2021Q3,2021,Galway,Fraud,260
2021Q3,2021,Galway,Theft,428
2021Q3,2021,Kerry,Assault,163
2021Q3,2021,Kerry,Burglary,41
2021Q3,2021,Kerry,Damage to Property,104
2021Q3,2021,Kerry,Drug Offences,131
2021Q3,2021,Kerry,Fraud,133
2021Q3,2021,Kerry,Theft,212
2021Q3,2021,Kildare,Assault,199
2021Q3,2021,Kildare,Burglary,92
2021Q3,2021,Kildare,Damage to Property,163
2021Q3,2021,Kildare,Drug Offences,187
2021Q3,2021,Kildare,Fraud,159
2021Q3,2021,Kildare,Theft,418
2021Q3,2021,Kilkenny,Assault,69
2021Q3,2021,Kilkenny,Burglary,20
2021Q3,2021,Kilkenny,Damage to Property,49
2021Q3,2021,Kilkenny,Drug Offences,64
2021Q3,2021,Kilkenny,Fraud,56
2021Q3,2021,Kilkenny,Theft,118
2021Q3,2021,Laois,Assault,98
2021Q3,2021,Laois,Burglary,27
2021Q3,2021,Laois,Damage to Property,80
2021Q3,2021,Laois,Drug Offences,56
2021Q3,2021,Laois,Fraud,66
2021Q3,2021,Laois,Theft,138
2021Q3,2021,Leitrim,Assault,48
2021Q3,2021,Leitrim,Burglary,17
2021Q3,2021,Leitrim,Damage to Property,36
2021Q3,2021,Leitrim,Drug Offences,24
2021Q3,2021,Leitrim,Fraud,34
2021Q3,2021,Leitrim,Theft,48
2021Q3,2021,Limerick,Assault,273
2021Q3,2021,Limerick,Burglary,129
2021Q3,2021,Limerick,Damage to Property,280
2021Q3,2021,Limerick,Drug Offences,190
2021Q3,2021,Limerick,Fraud,201
2021Q3,2021,Limerick,Theft,801
2021Q3,2021,Longford,Assault,53
2021Q3,2021,Longford,Burglary,19
2021Q3,2021,Longford,Damage to Property,41
2021Q3,2021,Longford,Drug Offences,39
2021Q3,2021,Longford,Fraud,38
2021Q3,2021,Longford,Theft,41
2021Q3,2021,Louth,Assault,209
2021Q3,2021,Louth,Burglary,65
2021Q3,2021,Louth,Damage to Property,200
2021Q3,2021,Louth,Drug Offences,178
2021Q3,2021,Louth,Fraud,117
2021Q3,2021,Louth,Theft,377
2021Q3,2021,Mayo,Assault,127
2021Q3,2021,Mayo,Burglary,29
2021Q3,2021,Mayo,Damage to Property,84
2021Q3,2021,Mayo,Drug Offences,56
2021Q3,2021,Mayo,Fraud,113
2021Q3,2021,Mayo,Theft,137
2021Q3,2021,Meath,Assault,155
2021Q3,2021,Meath,Burglary,59
2021Q3,2021,Meath,Damage to Property,150
2021Q3,2021,Meath,Drug Offences,105
2021Q3,2021,Meath,Fraud,140
2021Q3,2021,Meath,Theft,371
2021Q3,2021,Monaghan,Assault,103
2021Q3,2021,Monaghan,Burglary,22
2021Q3,2021,Monaghan,Damage to Property,64
2021Q3,2021,Monaghan,Drug Offences,35
2021Q3,2021,Monaghan,Fraud,72
2021Q3,2021,Monaghan,Theft,74
2021Q3,2021,Offaly,Assault,98
2021Q3,2021,Offaly,Burglary,27
2021Q3,2021,Offaly,Damage to Property,80
2021Q3,2021,Offaly,Drug Offences,56
2021Q3,2021,Offaly,Fraud,66
2021Q3,2021,Offaly,Theft,138
2021Q3,2021,Roscommon,Assault,53
2021Q3,2021,Roscommon,Burglary,19
2021Q3,2021,Roscommon,Damage to Property,41
2021Q3,2021,Roscommon,Drug Offences,39
2021Q3,2021,Roscommon,Fraud,38
2021Q3,2021,Roscommon,Theft,41
2021Q3,2021,Sligo,Assault,48
2021Q3,2021,Sligo,Burglary,17
2021Q3,2021,Sligo,Damage to Property,36
2021Q3,2021,Sligo,Drug Offences,24
2021Q3,2021,Sligo,Fraud,34
2021Q3,2021,Sligo,Theft,48
2021Q3,2021,Tipperary,Assault,150
2021Q3,2021,Tipperary,Burglary,52
2021Q3,2021,Tipperary,Damage to Property,100
2021Q3,2021,Tipperary,Drug Offences,149
2021Q3,2021,Tipperary,Fraud,119
2021Q3,2021,Tipperary,Theft,237
2021Q3,2021,Waterford,Assault,207
2021Q3,2021,Waterford,Burglary,54
2021Q3,2021,Waterford,Damage to Property,161
2021Q3,2021,Waterford,Drug Offences,209
2021Q3,2021,Waterford,Fraud,100
2021Q3,2021,Waterford,Theft,343
2021Q3,2021,Westmeath,Assault,131
2021Q3,2021,Westmeath,Burglary,39
2021Q3,2021,Westmeath,Damage to Property,66
2021Q3,2021,Westmeath,Drug Offences,58
2021Q3,2021,Westmeath,Fraud,92
2021Q3,2021,Westmeath,Theft,183
2021Q3,2021,Wexford,Assault,176
2021Q3,2021,Wexford,Burglary,106
2021Q3,2021,Wexford,Damage to Property,120
2021Q3,2021,Wexford,Drug Offences,61
2021Q3,2021,Wexford,Fraud,121
2021Q3,2021,Wexford,Theft,261
2021Q3,2021,Wicklow,Assault,99
2021Q3,2021,Wicklow,Burglary,63
2021Q3,2021,Wicklow,Damage to Property,101
2021Q3,2021,Wicklow,Drug Offences,131
2021Q3,2021,Wicklow,Fraud,125
2021Q3,2021,Wicklow,Theft,283
2021Q4,2021,Carlow,Assault,54
2021Q4,2021,Carlow,Burglary,41
2021Q4,2021,Carlow,Damage to Property,57
2021Q4,2021,Carlow,Drug Offences,55
2021Q4,2021,Carlow,Fraud,72
2021Q4,2021,Carlow,Theft,97
2021Q4,2021,Cavan,Assault,102
2021Q4,2021,Cavan,Burglary,33
2021Q4,2021,Cavan,Damage to Property,59
2021Q4,2021,Cavan,Drug Offences,38
2021Q4,2021,Cavan,Fraud,60
2021Q4,2021,Cavan,Theft,92
2021Q4,2021,Clare,Assault,98
2021Q4,2021,Clare,Burglary,44
2021Q4,2021,Clare,Damage to Property,90
2021Q4,2021,Clare,Drug Offences,50
2021Q4,2021,Clare,Fraud,114
2021Q4,2021,Clare,Theft,177
2021Q4,2021,Cork,Assault,612
2021Q4,2021,Cork,Burglary,136
2021Q4,2021,Cork,Damage to Property,459
2021Q4,2021,Cork,Drug Offences,530
2021Q4,2021,Cork,Fraud,503
2021Q4,2021,Cork,Theft,794
2021Q4,2021,Donegal,Assault,185
2021Q4,2021,Donegal,Burglary,58
2021Q4,2021,Donegal,Damage to Property,142
2021Q4,2021,Donegal,Drug Offences,79
2021Q4,2021,Donegal,Fraud,139
2021Q4,2021,Donegal,Theft,119
2021Q4,2021,Dublin,Assault,1803
2021Q4,2021,Dublin,Burglary,1132
2021Q4,2021,Dublin,Damage to Property,2109
2021Q4,2021,Dublin,Drug Offences,1494
2021Q4,2021,Dublin,Fraud,1864
2021Q4,2021,Dublin,Theft,7382
2021Q4,2021,Galway,Assault,271
2021Q4,2021,Galway,Burglary,132
2021Q4,2021,Galway,Damage to Property,193
2021Q4,2021,Galway,Drug Offences,90
2021Q4,2021,Galway,Fraud,329
2021Q4,2021,Galway,Theft,433
2021Q4,2021,Kerry,Assault,143
2021Q4,2021,Kerry,Burglary,32
2021Q4,2021,Kerry,Damage to Property,107
2021Q4,2021,Kerry,Drug Offences,129
2021Q4,2021,Kerry,Fraud,133
2021Q4,2021,Kerry,Theft,150
2021Q4,2021,Kildare,Assault,201
2021Q4,2021,Kildare,Burglary,115
2021Q4,2021,Kildare,Damage to Property,179
2021Q4,2021,Kildare,Drug Offences,179
2021Q4,2021,Kildare,Fraud,195
2021Q4,2021,Kildare,Theft,466
2021Q4,2021,Kilkenny,Assault,54
2021Q4,2021,Kilkenny,Burglary,41
2021Q4,2021,Kilkenny,Damage to Property,57
2021Q4,2021,Kilkenny,Drug Offences,55
2021Q4,2021,Kilkenny,Fraud,72
2021Q4,2021,Kilkenny,Theft,97
2021Q4,2021,Laois,Assault,104
2021Q4,2021,Laois,Burglary,60
2021Q4,2021,Laois,Damage to Property,76
2021Q4,2021,Laois,Drug Offences,52
2021Q4,2021,Laois,Fraud,84
2021Q4,2021,Laois,Theft,127
2021Q4,2021,Leitrim,Assault,52
2021Q4,2021,Leitrim,Burglary,24
2021Q4,2021,Leitrim,Damage to Property,31
2021Q4,2021,Leitrim,Drug Offences,24
2021Q4,2021,Leitrim,Fraud,46
2021Q4,2021,Leitrim,Theft,66
2021Q4,2021,Limerick,Assault,296
2021Q4,2021,Limerick,Burglary,134
2021Q4,2021,Limerick,Damage to Property,285
2021Q4,2021,Limerick,Drug Offences,133
2021Q4,2021,Limerick,Fraud,222
2021Q4,2021,Limerick,Theft,867
2021Q4,2021,Longford,Assault,44
2021Q4,2021,Longford,Burglary,32
2021Q4,2021,Longford,Damage to Property,41
2021Q4,2021,Longford,Drug Offences,32
2021Q4,2021,Longford,Fraud,58
2021Q4,2021,Longford,Theft,51
2021Q4,2021,Louth,Assault,187
2021Q4,2021,Louth,Burglary,79
2021Q4,2021,Louth,Damage to Property,203
2021Q4,2021,Louth,Drug Offences,150
2021Q4,2021,Louth,Fraud,140
2021Q4,2021,Louth,Theft,371
2021Q4,2021,Mayo,Assault,159
2021Q4,2021,Mayo,Burglary,38
2021Q4,2021,Mayo,Damage to Property,98
2021Q4,2021,Mayo,Drug Offences,39
2021Q4,2021,Mayo,Fraud,136
2021Q4,2021,Mayo,Theft,123
2021Q4,2021,Meath,Assault,140
2021Q4,2021,Meath,Burglary,102
2021Q4,2021,Meath,Damage to Property,148
2021Q4,2021,Meath,Drug Offences,101
2021Q4,2021,Meath,Fraud,180
2021Q4,2021,Meath,Theft,287
2021Q4,2021,Monaghan,Assault,102
2021Q4,2021,Monaghan,Burglary,33
2021Q4,2021,Monaghan,Damage to Property,59
2021Q4,2021,Monaghan,Drug Offences,38
2021Q4,2021,Monaghan,Fraud,60
2021Q4,2021,Monaghan,Theft,92
2021Q4,2021,Offaly,Assault,104
2021Q4,2021,Offaly,Burglary,60
2021Q4,2021,Offaly,Damage to Property,76
2021Q4,2021,Offaly,Drug Offences,52
2021Q4,2021,Offaly,Fraud,84
2021Q4,2021,Offaly,Theft,127
2021Q4,2021,Roscommon,Assault,44
2021Q4,2021,Roscommon,Burglary,32
2021Q4,2021,Roscommon,Damage to Property,41
2021Q4,2021,Roscommon,Drug Offences,32
2021Q4,2021,Roscommon,Fraud,58
2021Q4,2021,Roscommon,Theft,51
2021Q4,2021,Sligo,Assault,52
2021Q4,2021,Sligo,Burglary,24
2021Q4,2021,Sligo,Damage to Property,31
2021Q4,2021,Sligo,Drug Offences,24
2021Q4,2021,Sligo,Fraud,46
2021Q4,2021,Sligo,Theft,66
2021Q4,2021,Tipperary,Assault,142
2021Q4,2021,Tipperary,Burglary,72
2021Q4,2021,Tipperary,Damage to Property,118
2021Q4,2021,Tipperary,Drug Offences,149
2021Q4,2021,Tipperary,Fraud,146
2021Q4,2021,Tipperary,Theft,233
2021Q4,2021,Waterford,Assault,200
2021Q4,2021,Waterford,Burglary,37
2021Q4,2021,Waterford,Damage to Property,147
2021Q4,2021,Waterford,Drug Offences,181
2021Q4,2021,Waterford,Fraud,123
2021Q4,2021,Waterford,Theft,301
2021Q4,2021,Westmeath,Assault,118
2021Q4,2021,Westmeath,Burglary,57
2021Q4,2021,Westmeath,Damage to Property,101
2021Q4,2021,Westmeath,Drug Offences,60
2021Q4,2021,Westmeath,Fraud,104
2021Q4,2021,Westmeath,Theft,194
2021Q4,2021,Wexford,Assault,140
2021Q4,2021,Wexford,Burglary,77
2021Q4,2021,Wexford,Damage to Property,159
2021Q4,2021,Wexford,Drug Offences,86
2021Q4,2021,Wexford,Fraud,221
2021Q4,2021,Wexford,Theft,254
2021Q4,2021,Wicklow,Assault,82
2021Q4,2021,Wicklow,Burglary,54
2021Q4,2021,Wicklow,Damage to Property,97
2021Q4,2021,Wicklow,Drug Offences,102
2021Q4,2021,Wicklow,Fraud,173
2021Q4,2021,Wicklow,Theft,237
2022Q1,2022,Carlow,Assault,70
2022Q1,2022,Carlow,Burglary,28
2022Q1,2022,Carlow,Damage to Property,60
2022Q1,2022,Carlow,Drug Offences,51
2022Q1,2022,Carlow,Fraud,42
2022Q1,2022,Carlow,Theft,133
2022Q1,2022,Cavan,Assault,110
2022Q1,2022,Cavan,Burglary,36
2022Q1,2022,Cavan,Damage to Property,62
2022Q1,2022,Cavan,Drug Offences,36
2022Q1,2022,Cavan,Fraud,54
2022Q1,2022,Cavan,Theft,102
2022Q1,2022,Clare,Assault,94
2022Q1,2022,Clare,Burglary,39
2022Q1,2022,Clare,Damage to Property,97
2022Q1,2022,Clare,Drug Offences,50
2022Q1,2022,Clare,Fraud,64
2022Q1,2022,Clare,Theft,163
2022Q1,2022,Cork,Assault,658
2022Q1,2022,Cork,Burglary,121
2022Q1,2022,Cork,Damage to Property,441
2022Q1,2022,Cork,Drug Offences,507
2022Q1,2022,Cork,Fraud,401
2022Q1,2022,Cork,Theft,944
2022Q1,2022,Donegal,Assault,225
2022Q1,2022,Donegal,Burglary,32
2022Q1,2022,Donegal,Damage to Property,150
2022Q1,2022,Donegal,Drug Offences,65
2022Q1,2022,Donegal,Fraud,104
2022Q1,2022,Donegal,Theft,121
2022Q1,2022,Dublin,Assault,1845
2022Q1,2022,Dublin,Burglary,1115
2022Q1,2022,Dublin,Damage to Property,2221
2022Q1,2022,Dublin,Drug Offences,1576
2022Q1,2022,Dublin,Fraud,1521
2022Q1,2022,Dublin,Theft,7593
2022Q1,2022,Galway,Assault,311
2022Q1,2022,Galway,Burglary,99
2022Q1,2022,Galway,Damage to Property,190
2022Q1,2022,Galway,Drug Offences,97
2022Q1,2022,Galway,Fraud,206
2022Q1,2022,Galway,Theft,457
2022Q1,2022,Kerry,Assault,193
2022Q1,2022,Kerry,Burglary,38
2022Q1,2022,Kerry,Damage to Property,87
2022Q1,2022,Kerry,Drug Offences,154
2022Q1,2022,Kerry,Fraud,88
2022Q1,2022,Kerry,Theft,151
2022Q1,2022,Kildare,Assault,227
2022Q1,2022,Kildare,Burglary,129
2022Q1,2022,Kildare,Damage to Property,174
2022Q1,2022,Kildare,Drug Offences,192
2022Q1,2022,Kildare,Fraud,143
2022Q1,2022,Kildare,Theft,483
2022Q1,2022,Kilkenny,Assault,70
2022Q1,2022,Kilkenny,Burglary,28
2022Q1,2022,Kilkenny,Damage to Property,60
2022Q1,2022,Kilkenny,Drug Offences,51
2022Q1,2022,Kilkenny,Fraud,42
2022Q1,2022,Kilkenny,Theft,133
2022Q1,2022,Laois,Assault,106
2022Q1,2022,Laois,Burglary,52
2022Q1,2022,Laois,Damage to Property,81
2022Q1,2022,Laois,Drug Offences,44
2022Q1,2022,Laois,Fraud,62
2022Q1,2022,Laois,Theft,182
2022Q1,2022,Leitrim,Assault,51
2022Q1,2022,Leitrim,Burglary,8
2022Q1,2022,Leitrim,Damage to Property,30
2022Q1,2022,Leitrim,Drug Offences,27
2022Q1,2022,Leitrim,Fraud,32
2022Q1,2022,Leitrim,Theft,52
2022Q1,2022,Limerick,Assault,260
2022Q1,2022,Limerick,Burglary,131
2022Q1,2022,Limerick,Damage to Property,238
2022Q1,2022,Limerick,Drug Offences,129
2022Q1,2022,Limerick,Fraud,189
2022Q1,2022,Limerick,Theft,828
2022Q1,2022,Longford,Assault,59
2022Q1,2022,Longford,Burglary,26
2022Q1,2022,Longford,Damage to Property,40
2022Q1,2022,Longford,Drug Offences,20
2022Q1,2022,Longford,Fraud,42
2022Q1,2022,Longford,Theft,56
2022Q1,2022,Louth,Assault,196
